Jawaban (Indo),Answers (Eng),perceived ease of use,performance expectancy,effort expectancy,system quality,perceived usefulness,resistance to change,facilitating conditions,technological incapability,functionality,cost
Apa ya?  pakai  Halodoc,What is it?  Halodoc Wear,,,,,,1,,,,
"Aplikasinya Alhamdulillah, mudah sekali. ","The application is Alhamdulillah, it's very easy.",,,2,,,,,,,
Kalau selama saya lancar lancar aja ,"As long as I'm running smoothly, it's just smooth",,,,,,,,1,,
"ada hasil ronsen. Kerecord semua di aplikasi, fitur lengkap di aplikasi itu","There are X-ray results. Record everything in the app, complete features in the app",,,,2,,,,,,
halodok kan swasta lebih milih yang swasta ,A private company prefers a private one.,,,,,,,2,,,
kalo Anak-anak  pakai primaku Kalau saya Halodok  pakai  halodok,"If the kids are going to use my first pair of jeans, I'm going to wear a pair of jeans.",,,,,,1,,,,
Aplikasinya mudah sih terus Fiturnya lengkap,"The application is easy, keep the features complete",,,2,2,,,,,,
"paling kendala kadang-kadang suka nge-logout sendiri, kan harus login ya Sama connect ke email kan Kadang itu suka nge-logout sendiri ","The most obstacle is sometimes I like to log out myself, you have to log in Yes Connect to email Sometimes it is like logging out by yourself",,,,,,,,2,,
 buat mantau perkembangannya Membantu banget soalnya ,Keep an eye on the progress of the project,,,,,2,,,,,
" halodok ngeluarin biaya Sekitar 50 ribu ya, halodok umumnya sekitar segitu Itu Belum termasuk obat jadi mahal","halodok costs around 50 thousand yes, halodok is generally around that It does not include drugs so it is expensive",,,,,,,,,,1
Kadang updatenya lambat dibandingkan kita nge-scroll yang lain ,Sometimes the update is slower than we scroll other times,,1,,,,,,,,
"Soalnya mau ngebandingin oh pemerintah kaya gini, oh swasta gini jadi tau yang bagus","To be honest, I think it's a good idea to compare this to the government, but it's a good thing.",,,,,,,2,,,
"pakai  bumilku Buat aplikasi itu apa, tracking kehamilan","use bumilku What is the application, pregnancy tracking",,,,,,1,,,,
mandiri aja Di inisiatif diri sendiri,Self-Help,,,,,,,1,,,
saya pakai teman Bumil,I use my friend Bumil,,,,,,1,,,,
pakai  teman bumil itu buat ngontrol perkembangan janin,Use the pregnant friend to control fetal development,,,,,,1,,,,
"aplikasinya berbayar, lumayan mahal sih ","The app is paid, it's quite expensive.",,,,1,,,,,,1
Kalau aplikasinya itu sendiri membantu banget ,If the application itself is really helpful,,,,,2,,,,,
"bisa terbantu, membantu Sedikit terbantu Kalau fisik tetap capek sih ","can help, help A little help If the body is still tired",,,,,2,,,,,
pikirannya ga kemana-mana karena dari dokter juga yang mengarahkan,his mind is not going anywhere because the doctor is also the one who directs,,,,,,,2,,,
" sana kita bisa sharing pengalaman, Di situ diinformasikan, informasi bagus juga disana","There we can share experiences, there is information, there is good information there too",,,,,,,,,2,
"justru membantu banget Karena aku pakai sendiri, jadi tidak dibantu Karena pakai emang dari diri sendiri ","It actually helps a lot because I use it myself, so it is not helped because I use it from myself",,,,,2,,1,,,
"Cukup nyaman sih, gampang juga,","It's pretty comfortable, it's easy.",,,2,,,,,,,
Sejauh ini lancar lancar aja pakainya sih,"So far, it's been smooth and smooth, just use it anyway",,,,,,,,1,,
"tidak sih, pribadi dari diri sendiri","No, it's personal",,,,,,,1,,,
rasanya sih cukup membantu saya,I think it helps me quite a bit,,,,,2,,,,,
"dia kan berbayar sebenarnya, Kalau tidak berbayar itu dia mahal ","he's actually paid, if he doesn't pay, he's expensive",,,,,,,,,,1
kala saya masih terjangkau lah ya,"When I was still affordable, yes",,,,,,,,,,2
"Ulasannya itu memang cukup membantu, Dan setelah dicobain memang membantu, Ini kita gunain aja atau kita cari lagi aplikasi yang lain","The review is indeed quite helpful, and after trying it is indeed helpful, we just use this or we look for another application",,,,,2,,,,,
"lagi cari aplikasi yang begitu kan, jadi download aja, cepat juga ","I'm looking for an application like that, right, so just download it, it's fast too.",,2,,,,,,,,
"fitur-fitur membantu, itu ngaruh sih, ","The features help, it makes an impact.",,,,,2,,,,,
"Ada sih artikel yang di post terus nanti sharing-sharing, informasi informasi bagus yang aku dapat","There are articles that are posted and then shared, good information that I get",,,,,,,,,2,
" ada tanya-jawab yang bisa kita lihat, informasi bagus juga kan","There are questions and answers that we can see, good information too, right?",,,,,,,,,2,
"Cuma kalau itu tidak ada, fitur terbatas ","It's just that if it doesn't exist, the features are limited",,,,1,,,,,,
"Halodoc iya  pakai , Cuma pakai  halodoc","Halodoc yes, I use it, just use halodoc",,,,,,1,,,,
"waktu itu urgent, butuh obat,  pakai halodoc kayak gini praktis efisien kan kalau  pakai  halodoc, membantu banget","At that time, it was urgent, I needed medicine, using halodoc like this is practically efficient, right?",,,,,2,,,,,
Kalau beli obat iya bayar,"If you buy medicine, you pay",,,,,,,,,,1
masih terjangkau sih murah,"It's still affordable, it's cheap",,,,,,,,,,2
"sama dokter anaknya juga sering chat, langsung chat sama dokternya langsung ","With the pediatrician, he also often chats, directly chats with the doctor directly",,,,,,,2,,,
Di balesnya Cepat kok,"In the reply is fast, how",,2,,,,,,,,
"Sembilan? Bisa dong, kendala paling saya tidak bisa bahasa Inggris",Nine? The biggest obstacle is that I don't speak English,,,,,,,,2,,
pakai  JKN atau mobile JKN ada pakai  Teman Bumil ,use JKN or mobile JKN there is a Teman Bumil,,,,,,1,,,,
bisa dapat informasi bagus juga buat anak,You can get good information for children too,,,,,,,,,2,
"gampang, gampang dipahami, Dari fitur-fiturnya","Simple, easy to understand, From its features",,,2,,,,,,,
"bisa  mantau Tumbuh kembang, Jadi gampang lah Aplikasinya, Apa namanya, fitur Lengkap juga gitu","You can monitor Growth and Development, so it's easy to apply, What's the name, Complete features are also like that?",,,2,2,,,,,,
"saya yakin yakin Mudah dipahami, , paling kendala Datanya Harus di-refresh Kalau misalkan Lama tidak dibuka","I'm sure it's easy to understand, , most of the problems are that the data must be refreshed If for example the old one is not opened",2,,,,,,,2,,
endala paling itu harus Kadang harus di-repress Kalau tidak Di-login  ulang,"At most times, it must be repressed If it is not re-logged in.",,,,,,,,2,,
"Fitur lengkap juga Ya, mantau Tumbuh kembang. Ya, sama ini Imunisasi. ","Full features also Yes, monitor Growth and development. Yes, this is the same as immunization.",,,,2,,,,,,
"Kadang Suka telat juga, Apa Ya, update-annya lambat lah","Sometimes I like to be late too, What's the matter, the update is slow",,1,,,,,2,,,
Karena kan ada artikel juga Yang dibaca Gitu Ada informasi-informasi bagus juga disana,Because there are also articles that are read like that. There is also good information there,,,,,,,,,2,
" jadi dapat informasi bagus untuk anak kan, apak Ya, terus kadang Punya keluhan Ini Oh, solusinya Ini, ","so get good information for children, right, musty yes, and then sometimes have this complaint Oh, the solution is this,",,,,,,,,,2,
"Oh, kalau yang pemerintah sih Ya lumayan lah","Oh, and if it's the government, it's not bad",,,,,,,2,,,
ada pakai  JKN mobile saya ada,I have a JKN mobile,,,,,,1,,,,
"Karena bisa bahasa indonesia Halodoc ini, jadi lancar lancar aja saya","Because I can speak Halodoc Indonesian, it's smooth for me",,,,,,,,1,,
"berbayar gitu aja sih, Iya, akan berbayar sekali konsultasinya","It's just paid, yes, it will be paid once the consultation",,,,,,,,,,1
" Rata-rata 25 sampai tergantung dari dokternya siapa gitu, masih murah sih terjangkau lah","On average 25 until depending on who the doctor is, it's still cheap and affordable",,,,,,,,,,2
tanpa harus keluar rumah jadi membantu banget lah,"without having to leave the house, so it really helps",,,,,2,,,,,
Aplikasi yang aku pakai gratis ya,The application I use is free,,,,,,,,,,2
"Kalo aku merasa cukup percaya diri, yakin aja  buat gunain aplikasi kesehatannya","If I feel confident enough, just be sure to use the health app",2,,,,,,,,,
Penggunaan teknologi sangat membantu aku buat cari informasi di internet dan bisa konsultasi online langsung sama dokter buat dapet saran penting buat kesehatan anak,The use of technology really helps me to search for information on the internet and can consult directly online with a doctor to get important advice for children's health,,,,,2,,,,,
"Menurut aku gampang ya sangat ngurangin upaya fisik sama waktu, soalnya tinggal duduk manis dirumah aja bisa booking antrian di rumah sakit dan bisa pesan obat yang butuh cuma dari rumah aja","I think it's easy to reduce physical effort and time, because just sitting at home can only book a queue at the hospital and can order the medicine you need only from home",,,2,,,,,,,
"Kalau hambatan paling kendala dari internetnya aja kadang lambat, sama kadang memori aku suka penuh jadi kalau lagi butuh diinstall dulu","If the biggest obstacle from the internet is sometimes slow, sometimes I like the memory to be full, so if it needs to be installed first",,,,,,,,2,,
"Tenaga kesehatan belum ada yang rekomendasi atau ngebantu buat gunain aplikasi kesehatan, jadi emang dari diri sendiri aja","Health workers have not recommended or helped to use health applications, so it's really from yourself",,,,,,,1,,,
"Kalau dari faktor usia berpengaruh si buat penggunaan aplikasi kesehatan, apa lagi yang muda-muda lebih gampang sama teknologi seperti ini ketimbang orang tua de","If from the age factor, it affects the use of health applications, what else is it that young people are more comfortable with technology like this than their parents.",,,2,,,,,,,
"Perbedaannya biasanya suami ngasih tanggung jawab ke aku ya agak ribet ya, jadi kalau ada apa apa aku yang urus, suami tinggal terima jadi aja","The difference is that usually my husband gives me responsibility, it's a bit complicated, so if there is something I take care of, my husband just accepts it.",,,1,,,,,,,
"Kesadaran untuk layanan aplikasi kesehatan lumayan ya, banyak tetangga aku udah tau dan pakai aplikasi kesehatan","Awareness for health application services is not bad, many of my neighbors already know and use health applications",,,,,,1,,,,
Aplikasi kesehatan cukup membantu aku buat ningkatin kesadaran dari kesehatan keluarga,Health apps are quite helpful for me to increase awareness of family health,,,,,2,,,,,
"Kejenuhan si tidak ada ya de, soalnya jarang dipakai kadang dipakai kalo lagi butuh aja, aplikasinya juga lumayan gampang","The saturation is not there, because it is rarely used, sometimes it is used if you need it, the application is also quite easy",,,2,,,,,,,
"Aku nyaman ya buat gunain handphone buat akses aplikasi kesehatan, karna lebih gampang dan praktis buat digunain kapan aja dimana aja","I'm comfortable using my phone to access health apps, because it's easier and more convenient to use anytime, anywhere.",,,2,,,,,,,
Aku yakin yakin aja paham dan ngerasa mampu buat ngelola informasi layanan kesehatan yang ada di internet,I am confident that I understand and feel capable of managing the health service information on the internet,2,,,,,,,,,
"Iya,  aku biasanya cari informasi tentang biaya dan harga layanan yang ada, cari yang murah","Yes, I usually look for information about the cost and price of existing services, look for cheap ones",,,,,,,,,,2
"Jarang gunain promo, murah juga kok, soalnya aplikasinya juga kan cuman booking dokter atau liat jadwal dari dokter","Rarely use promos, it's also cheap, because the application is also just a doctor booking or seeing a schedule from the doctor",,,,,,,,,,2
Aplikasi kesehatan membantu banget sih jadi merasa lebih terkontrol dalam menjaga kesehatan keluarga.,Health apps are really helpful so you feel more controlled in maintaining family health.,,,,,2,,,,,
"Aku kadang sebelum pakai aplikasinya liat dari ulasan sama testimoninya de, soalnya membantu aku buat ngambil keputusan buat gunain aplikasinya","Sometimes before using the application, I look at the reviews and testimonials, because it helps me make a decision to use the application",,,,,2,,,,,
"Tidak ada anjuran dari posyandu, karena di posyandunya cuma timbang dan ukur tinggi anak aja, jadi dari diri sendiri aja","There is no such thing as a good weight loss pill because it is only a matter of weight and weight, so it is only a matter of time before you get to the point where you have to do it yourself.",,,,,,,1,,,
"Cukup takut aku de, soalnya belakangan ini kan lagi banyak berita kebocoran data, jadi lumayan cukup khawatir","I'm quite scared, because lately there has been a lot of news about data leaks, so I'm quite worried",,,,,,2,,,,
